reference,nom_article,partie_vetement,produits_coloration,matieres,etape,pourcentage_matieres
300009,short en jersey doux au toucher,extérieur,colorants azoïques,chameau,Assemblée,22
300009,short en jersey doux au toucher,extérieur,colorants azoïques,chameau,Distribution,21
300009,short en jersey doux au toucher,extérieur,colorants azoïques,chameau,Elimination,10
300009,short en jersey doux au toucher,extérieur,colorants azoïques,chameau,Elimination,10
300009,short en jersey doux au toucher,extérieur,colorants azoïques,chameau,Preparation de fil,4
300009,short en jersey doux au toucher,extérieur,colorants azoïques,élasthanne,Teinture et finition,33
300009,short en jersey doux au toucher,extérieur,colorants azoïques,élasthanne,Assemblée,22
300009,short en jersey doux au toucher,extérieur,colorants azoïques,élasthanne,Distribution,21
300009,short en jersey doux au toucher,extérieur,colorants azoïques,élasthanne,Elimination,10
300009,short en jersey doux au toucher,extérieur,colorants azoïques,élasthanne,Elimination,10
300009,short en jersey doux au toucher,extérieur,colorants azoïques,élasthanne,Preparation de fil,4
300010,short peluche,extérieur,colorants au chrome,coton,Préparation de tissu,100
300012,short à boutons,extérieur,colorants dispersés,polyester,Teinture et finition,64
300012,short à boutons,extérieur,colorants dispersés,polyester, Production de fibres,34
300012,short à boutons,extérieur,colorants dispersés,polyester,Preparation de fil,2
300012,short à boutons,extérieur,colorants dispersés,polyester,Teinture et finition,100
300012,short à boutons,extérieur,colorants dispersés, viscose,Teinture et finition,64
300012,short à boutons,extérieur,colorants dispersés, viscose, Production de fibres,34
300012,short à boutons,extérieur,colorants dispersés, viscose,Preparation de fil,2
300012,short à boutons,extérieur,colorants dispersés, viscose,Teinture et finition,100
300012,short à boutons,extérieur,colorants dispersés,élasthanne,Teinture et finition,64
300012,short à boutons,extérieur,colorants dispersés,élasthanne, Production de fibres,34
300012,short à boutons,extérieur,colorants dispersés,élasthanne,Preparation de fil,2
300012,short à boutons,extérieur,colorants dispersés,élasthanne,Teinture et finition,100
300012,short à boutons,extérieur,colorants dispersés,polyester,Teinture et finition,64
300012,short à boutons,extérieur,colorants dispersés,polyester, Production de fibres,34
300012,short à boutons,extérieur,colorants dispersés,polyester,Preparation de fil,2
300012,short à boutons,extérieur,colorants dispersés,polyester,Teinture et finition,100
300012,short à boutons,extérieur,colorants acides,polyester,Teinture et finition,64
300012,short à boutons,extérieur,colorants acides,polyester, Production de fibres,34
300012,short à boutons,extérieur,colorants acides,polyester,Preparation de fil,2
300012,short à boutons,extérieur,colorants acides,polyester,Teinture et finition,100
300012,short à boutons,extérieur,colorants acides, viscose,Teinture et finition,64
300012,short à boutons,extérieur,colorants acides, viscose, Production de fibres,34
300012,short à boutons,extérieur,colorants acides, viscose,Preparation de fil,2
300012,short à boutons,extérieur,colorants acides, viscose,Teinture et finition,100
300012,short à boutons,extérieur,colorants acides,élasthanne,Teinture et finition,64
300012,short à boutons,extérieur,colorants acides,élasthanne, Production de fibres,34
300012,short à boutons,extérieur,colorants acides,élasthanne,Preparation de fil,2
300012,short à boutons,extérieur,colorants acides,élasthanne,Teinture et finition,100
300012,short à boutons,extérieur,colorants acides,polyester,Teinture et finition,64
300012,short à boutons,extérieur,colorants acides,polyester, Production de fibres,34
300012,short à boutons,extérieur,colorants acides,polyester,Preparation de fil,2
300012,short à boutons,extérieur,colorants acides,polyester,Teinture et finition,100
300012,short à boutons,extérieur,colorants azoïques,polyester,Teinture et finition,64
300012,short à boutons,extérieur,colorants azoïques,polyester, Production de fibres,34
300012,short à boutons,extérieur,colorants azoïques,polyester,Preparation de fil,2
300012,short à boutons,extérieur,colorants azoïques,polyester,Teinture et finition,100
300012,short à boutons,extérieur,colorants azoïques, viscose,Teinture et finition,64
300012,short à boutons,extérieur,colorants azoïques, viscose, Production de fibres,34
300012,short à boutons,extérieur,colorants azoïques, viscose,Preparation de fil,2
300012,short à boutons,extérieur,colorants azoïques, viscose,Teinture et finition,100
300012,short à boutons,extérieur,colorants azoïques,élasthanne,Teinture et finition,64
300012,short à boutons,extérieur,colorants azoïques,élasthanne, Production de fibres,34
300012,short à boutons,extérieur,colorants azoïques,élasthanne,Preparation de fil,2
300012,short à boutons,extérieur,colorants azoïques,élasthanne,Teinture et finition,100
300012,short à boutons,extérieur,colorants azoïques,polyester,Teinture et finition,64
300012,short à boutons,extérieur,colorants azoïques,polyester, Production de fibres,34
300012,short à boutons,extérieur,colorants azoïques,polyester,Preparation de fil,2
300012,short à boutons,extérieur,colorants azoïques,polyester,Teinture et finition,100
300012,short à boutons,doublure,colorants dispersés,polyester,Teinture et finition,64
300012,short à boutons,doublure,colorants dispersés,polyester, Production de fibres,34
300012,short à boutons,doublure,colorants dispersés,polyester,Preparation de fil,2
300012,short à boutons,doublure,colorants dispersés,polyester,Teinture et finition,100
300012,short à boutons,doublure,colorants dispersés, viscose,Teinture et finition,64
300012,short à boutons,doublure,colorants dispersés, viscose, Production de fibres,34
300012,short à boutons,doublure,colorants dispersés, viscose,Preparation de fil,2
300012,short à boutons,doublure,colorants dispersés, viscose,Teinture et finition,100
300012,short à boutons,doublure,colorants dispersés,élasthanne,Teinture et finition,64
300012,short à boutons,doublure,colorants dispersés,élasthanne, Production de fibres,34
300012,short à boutons,doublure,colorants dispersés,élasthanne,Preparation de fil,2
300012,short à boutons,doublure,colorants dispersés,élasthanne,Teinture et finition,100
300012,short à boutons,doublure,colorants dispersés,polyester,Teinture et finition,64
300012,short à boutons,doublure,colorants dispersés,polyester, Production de fibres,34
300012,short à boutons,doublure,colorants dispersés,polyester,Preparation de fil,2
300012,short à boutons,doublure,colorants dispersés,polyester,Teinture et finition,100
300013,bermuda structuré,extérieur,colorants au chrome,coton,Préparation de tissu,100
300013,bermuda structuré,extérieur,colorants au chrome,coton,Teinture et finition,100
300013,bermuda structuré,extérieur,colorants au chrome,polyester,Préparation de tissu,100
300013,bermuda structuré,extérieur,colorants au chrome,polyester,Teinture et finition,100
300013,bermuda structuré,doublure,colorants dispersés,coton,Préparation de tissu,100
300013,bermuda structuré,doublure,colorants dispersés,coton,Teinture et finition,100
300013,bermuda structuré,doublure,colorants dispersés,polyester,Préparation de tissu,100
300013,bermuda structuré,doublure,colorants dispersés,polyester,Teinture et finition,100
300014,short à boutons,extérieur,colorants dispersés,polyester,Teinture et finition,64
300014,short à boutons,extérieur,colorants dispersés,polyester, Production de fibres,31
300014,short à boutons,extérieur,colorants dispersés,polyester,Preparation de fil,5
300014,short à boutons,extérieur,colorants dispersés,polyester,Teinture et finition,100
300014,short à boutons,extérieur,colorants dispersés, viscose,Teinture et finition,64
300014,short à boutons,extérieur,colorants dispersés, viscose, Production de fibres,31
300014,short à boutons,extérieur,colorants dispersés, viscose,Preparation de fil,5
300014,short à boutons,extérieur,colorants dispersés, viscose,Teinture et finition,100
300014,short à boutons,extérieur,colorants dispersés,élasthanne,Teinture et finition,64
300014,short à boutons,extérieur,colorants dispersés,élasthanne, Production de fibres,31
300014,short à boutons,extérieur,colorants dispersés,élasthanne,Preparation de fil,5
300014,short à boutons,extérieur,colorants dispersés,élasthanne,Teinture et finition,100
300014,short à boutons,extérieur,colorants dispersés,polyester,Teinture et finition,64
300014,short à boutons,extérieur,colorants dispersés,polyester, Production de fibres,31
300014,short à boutons,extérieur,colorants dispersés,polyester,Preparation de fil,5
300014,short à boutons,extérieur,colorants dispersés,polyester,Teinture et finition,100
300014,short à boutons,extérieur,colorants acides,polyester,Teinture et finition,64
300014,short à boutons,extérieur,colorants acides,polyester, Production de fibres,31
300014,short à boutons,extérieur,colorants acides,polyester,Preparation de fil,5
300014,short à boutons,extérieur,colorants acides,polyester,Teinture et finition,100
300014,short à boutons,extérieur,colorants acides, viscose,Teinture et finition,64
300014,short à boutons,extérieur,colorants acides, viscose, Production de fibres,31
300014,short à boutons,extérieur,colorants acides, viscose,Preparation de fil,5
300014,short à boutons,extérieur,colorants acides, viscose,Teinture et finition,100
300014,short à boutons,extérieur,colorants acides,élasthanne,Teinture et finition,64
300014,short à boutons,extérieur,colorants acides,élasthanne, Production de fibres,31
300014,short à boutons,extérieur,colorants acides,élasthanne,Preparation de fil,5
300014,short à boutons,extérieur,colorants acides,élasthanne,Teinture et finition,100
300014,short à boutons,extérieur,colorants acides,polyester,Teinture et finition,64
300014,short à boutons,extérieur,colorants acides,polyester, Production de fibres,31
300014,short à boutons,extérieur,colorants acides,polyester,Preparation de fil,5
300014,short à boutons,extérieur,colorants acides,polyester,Teinture et finition,100
300014,short à boutons,extérieur,colorants azoïques,polyester,Teinture et finition,64
300014,short à boutons,extérieur,colorants azoïques,polyester, Production de fibres,31
300014,short à boutons,extérieur,colorants azoïques,polyester,Preparation de fil,5
300014,short à boutons,extérieur,colorants azoïques,polyester,Teinture et finition,100
300014,short à boutons,extérieur,colorants azoïques, viscose,Teinture et finition,64
300014,short à boutons,extérieur,colorants azoïques, viscose, Production de fibres,31
300014,short à boutons,extérieur,colorants azoïques, viscose,Preparation de fil,5
300014,short à boutons,extérieur,colorants azoïques, viscose,Teinture et finition,100
300014,short à boutons,extérieur,colorants azoïques,élasthanne,Teinture et finition,64
300014,short à boutons,extérieur,colorants azoïques,élasthanne, Production de fibres,31
300014,short à boutons,extérieur,colorants azoïques,élasthanne,Preparation de fil,5
300014,short à boutons,extérieur,colorants azoïques,élasthanne,Teinture et finition,100
300014,short à boutons,extérieur,colorants azoïques,polyester,Teinture et finition,64
300014,short à boutons,extérieur,colorants azoïques,polyester, Production de fibres,31
